id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id1923951,2,2016-05-10 15:20:49,2016-05-10 15:42:30,1,-73.96060944,40.77282333,-73.98056793,40.74821091,N,1301
id0132701,1,2016-01-03 14:18:11,2016-01-03 14:29:21,1,-73.96644592,40.76444244,-73.98923492,40.7362442,N,670
id0482797,2,2016-04-21 20:25:01,2016-04-21 20:29:43,1,-73.95702362,40.77481079,-73.95453644,40.78659058,N,282
id3512763,2,2016-03-31 04:45:02,2016-03-31 04:59:33,1,-73.97575378,40.7446785,-73.84475708,40.72189331,N,871
id1244516,1,2016-04-16 17:20:44,2016-04-16 17:39:22,1,-73.98710632,40.76068115,-73.95088959,40.80252075,N,1118
id3500199,1,2016-06-20 04:24:29,2016-06-20 04:32:05,2,-73.998909,40.72816849,-73.9852066,40.75698471,N,456
id1511189,2,2016-05-14 19:27:50,2016-05-14 19:30:56,5,-73.99680328,40.72537613,-74.0037384,40.722435,N,186
id2262567,1,2016-06-10 10:29:38,2016-06-10 10:46:58,1,-73.99383545,40.74164581,-73.97827148,40.74750137,N,1040
id2928438,1,2016-06-10 13:59:14,2016-06-10 14:08:17,1,-73.98783875,40.76984024,-73.97970581,40.78393555,N,543
id2254486,1,2016-06-23 14:23:55,2016-06-23 14:39:24,1,-73.95752716,40.76435089,-73.97358704,40.7635231,N,929
id3020057,2,2016-02-09 22:44:36,2016-02-09 22:53:43,1,-73.98780823,40.72103119,-73.98947144,40.73004913,N,547
id3063610,2,2016-05-15 01:21:49,2016-05-15 01:31:20,1,-73.98963165,40.73023987,-74.00392914,40.74277115,N,571
id2555994,2,2016-01-16 11:44:36,2016-01-16 11:54:23,1,-73.98132324,40.74124146,-73.9539032,40.77888107,N,587
id1069649,2,2016-04-16 00:01:37,2016-04-16 00:25:11,1,-73.95218658,40.7773056,-73.92230988,40.76038742,N,1414
id0965610,2,2016-03-03 04:11:23,2016-03-03 04:25:28,1,-74.00228119,40.73371124,-73.97839355,40.76517868,N,845
id0976720,2,2016-01-29 12:06:19,2016-01-29 12:16:51,2,-73.96260071,40.77273178,-73.96209717,40.76374817,N,632
id1287973,2,2016-05-28 15:07:18,2016-05-28 15:27:23,1,-74.0109787,40.71017075,-73.98090363,40.76395798,N,1205
id3856418,2,2016-05-16 10:11:21,2016-05-16 10:28:33,1,-73.97010803,40.75959778,-73.99220276,40.73775864,N,1032
id0775200,2,2016-04-26 21:40:40,2016-04-26 21:51:49,4,-73.99266815,40.73045349,-73.98345947,40.75028229,N,669
id1324382,1,2016-01-07 18:12:52,2016-01-07 18:55:57,1,-73.78234863,40.64480209,-73.95465088,40.78914642,N,2585
id2898385,2,2016-06-25 13:14:03,2016-06-25 13:40:36,1,-73.99015045,40.71940994,-73.98140717,40.77357864,N,1593
id2917527,2,2016-05-25 00:53:56,2016-05-25 01:12:23,2,-74.00369263,40.7375412,-73.95178986,40.71401215,N,1107
id0669943,2,2016-06-19 19:52:14,2016-06-19 19:55:55,2,-74.00540924,40.73995972,-74.00434875,40.73352051,N,221
id0271964,2,2016-02-28 01:02:09,2016-02-28 01:20:02,5,-73.99539185,40.73949051,-73.99017334,40.76182556,N,1073
id0075464,2,2016-04-23 15:52:00,2016-04-23 16:34:57,1,-74.00849152,40.71310806,-73.98109436,40.76781464,N,2577
id2803684,1,2016-04-26 18:14:46,2016-04-26 18:28:37,1,-73.98059082,40.76446152,-73.98921967,40.74561691,N,831
id0367406,2,2016-03-18 14:17:30,2016-03-18 14:37:44,1,-73.98570251,40.75764084,-73.9598465,40.77941132,N,1214
id0231867,1,2016-05-15 18:19:54,2016-05-15 18:24:18,2,-73.95180511,40.78193665,-73.94275665,40.78602219,N,264
id3913560,2,2016-01-11 22:48:55,2016-01-11 23:40:20,2,-74.01265717,40.70217896,-74.30776215,40.56734085,N,3085
id0410614,1,2016-02-20 14:14:46,2016-02-20 14:31:27,1,-73.87100983,40.77385712,-73.97127533,40.74533081,N,1001
id1515863,1,2016-06-04 16:37:47,2016-06-04 16:49:30,1,-73.95342255,40.80702209,-73.9812851,40.77426147,N,703
id1458268,1,2016-05-28 22:39:33,2016-05-28 22:43:39,1,-73.99220276,40.74968338,-74.00039673,40.74670029,N,246
id2147806,2,2016-02-12 06:50:15,2016-02-12 06:54:02,2,-73.97100067,40.76088333,-73.97868347,40.7509346,N,227
id0743354,1,2016-05-19 09:47:39,2016-05-19 10:04:46,1,-73.97425079,40.75102615,-73.98529053,40.74643326,N,1027
id0729156,2,2016-06-23 13:36:48,2016-06-23 13:36:50,3,-73.82765961,40.71617508,-73.82211304,40.71145248,N,2
id1185529,1,2016-03-08 22:25:46,2016-03-08 22:34:10,1,-73.97731018,40.7497673,-73.99720764,40.72473907,N,504
id1871156,1,2016-04-09 02:14:13,2016-04-09 02:24:56,1,-73.98188019,40.72845078,-73.99478912,40.71887207,N,643
id0174798,1,2016-01-25 10:09:14,2016-01-25 10:17:41,1,-73.98477173,40.7590332,-73.98138428,40.76876831,N,507
id3808990,2,2016-02-12 10:07:42,2016-02-12 10:21:47,3,-74.00744629,40.71007156,-73.97742462,40.74635315,N,845
id1763513,1,2016-02-08 23:06:25,2016-02-08 23:11:24,1,-73.96237946,40.80488586,-73.95011902,40.80004501,N,299
id3893063,2,2016-06-02 17:32:41,2016-06-02 18:42:43,1,-73.94857788,40.77807999,-73.78179169,40.64678955,N,4202
id1814949,1,2016-02-06 02:35:50,2016-02-06 02:56:23,1,-73.99258423,40.73397064,-73.96060944,40.68657684,N,1233
id2453193,1,2016-03-19 11:25:03,2016-03-19 11:31:08,4,-73.97755432,40.75265121,-73.98817444,40.75722885,Y,365
id1918237,2,2016-06-16 21:40:36,2016-06-16 21:53:10,5,-73.98445892,40.76038361,-74.00043488,40.7625885,N,754
id3487746,1,2016-02-01 13:24:04,2016-02-01 13:29:27,1,-73.94911194,40.78157043,-73.94993591,40.7722435,N,323
id1981369,2,2016-01-30 06:28:49,2016-01-30 06:32:00,1,-73.99678802,40.73727036,-73.98513794,40.73255157,N,191
id3336474,2,2016-06-11 00:57:33,2016-06-11 01:03:34,1,-74.00248718,40.75004959,-74.00650787,40.74394989,N,361
id3378098,1,2016-03-28 23:31:51,2016-03-28 23:45:17,1,-73.98934937,40.72644424,-74.00727081,40.70566177,N,806
id1381256,2,2016-03-31 10:45:18,2016-03-31 10:54:11,1,-73.92916107,40.76263046,-73.95310974,40.74253845,N,533
id2723985,2,2016-06-14 14:09:03,2016-06-14 14:12:19,2,-73.9848938,40.74734879,-73.98997498,40.73853302,N,196
id1576914,1,2016-04-28 08:57:04,2016-04-28 09:03:23,1,-73.96443176,40.76451111,-73.96287537,40.77664948,N,379
id3991516,1,2016-02-06 13:37:05,2016-02-06 14:00:24,4,-73.97305298,40.748703,-74.00402832,40.73358917,N,1399
id3340677,2,2016-05-21 00:51:40,2016-05-21 01:02:30,1,-73.98777771,40.71948242,-73.94535065,40.7078743,N,650
id3860883,1,2016-03-14 20:11:28,2016-03-14 20:24:37,1,-73.95412445,40.76388168,-73.97296143,40.76447678,N,789
id3781075,2,2016-02-08 21:57:23,2016-02-08 22:34:54,1,-73.98121643,40.77250671,-73.78286743,40.64884567,N,2251
id0782671,1,2016-06-06 17:57:15,2016-06-06 18:10:02,1,-73.97969055,40.73726273,-74.00151062,40.73851776,N,767
id0114631,2,2016-03-06 11:49:27,2016-03-06 11:56:29,1,-73.98670197,40.75047302,-73.9940567,40.7353363,N,422
id2991751,1,2016-05-11 16:06:09,2016-05-11 16:22:38,1,-73.97133636,40.7506218,-73.98197937,40.76259232,N,989
id0036157,1,2016-04-11 19:27:41,2016-04-11 19:35:37,1,-73.96585083,40.75437927,-73.96472168,40.77167511,N,476
id0558782,2,2016-01-11 00:56:13,2016-01-11 01:01:50,1,-73.98786163,40.74939346,-73.97274017,40.75670624,N,337
id1478457,1,2016-03-23 21:04:23,2016-03-23 21:25:33,1,-74.00961304,40.71004105,-73.94277954,40.70127106,N,1270
id1091477,2,2016-05-07 18:36:22,2016-05-08 18:32:11,1,-73.990242,40.75091934,-73.97628021,40.75088882,N,86149
id2980271,2,2016-04-12 18:48:44,2016-04-12 19:19:02,5,-74.00228882,40.72412109,-73.95427704,40.77886963,N,1818
id2881450,2,2016-04-05 10:23:41,2016-04-05 10:32:06,1,-73.9699173,40.78960037,-73.95339966,40.77986145,N,505
id0394313,2,2016-05-22 11:28:36,2016-05-22 11:38:16,1,-73.95838928,40.76899719,-73.97853088,40.76489258,N,580
id0594563,2,2016-06-08 21:12:31,2016-06-08 21:19:57,1,-73.97418976,40.73102951,-73.99314117,40.72777939,N,446
id0433216,1,2016-06-25 01:52:44,2016-06-25 01:57:58,1,-74.00237274,40.73884964,-73.99060059,40.74083328,N,314
id1921215,2,2016-05-13 05:39:07,2016-05-13 06:10:48,5,-73.98581696,40.75175858,-73.96495819,40.57614899,N,1901
id1392926,2,2016-04-10 20:18:52,2016-04-10 20:29:28,1,-73.96382904,40.77394104,-73.97328949,40.74829102,N,636
id1719421,2,2016-03-02 19:47:39,2016-03-02 19:53:05,1,-73.96846771,40.7571907,-73.96807861,40.7654686,N,326
id3664558,2,2016-05-14 15:25:12,2016-05-14 15:30:12,1,-73.99229431,40.74368286,-73.99160004,40.75012207,N,300
id2392441,1,2016-05-03 16:42:50,2016-05-03 17:00:21,2,-73.99412537,40.75106049,-73.97447205,40.75323486,N,1051
id3563156,1,2016-02-13 13:39:33,2016-02-13 13:55:19,2,-73.98047638,40.68839645,-73.94004059,40.69309998,N,946
id1282683,2,2016-06-30 09:01:21,2016-06-30 09:05:45,2,-73.98780823,40.75500488,-73.99435425,40.74287415,N,264
id2620597,1,2016-01-19 05:56:10,2016-01-19 06:04:57,1,-73.99432373,40.75097656,-73.97730255,40.7605896,N,527
id2772654,1,2016-03-08 18:48:43,2016-03-08 18:51:04,1,-73.96691132,40.78863907,-73.97187805,40.78652954,N,141
id1922759,1,2016-01-16 08:25:12,2016-01-16 08:31:00,4,-74.00604248,40.70775986,-73.97569275,40.71908569,N,348
id1290999,2,2016-03-24 10:48:01,2016-03-24 11:10:40,5,-73.97467041,40.74980927,-74.01725006,40.70497131,N,1359
id2057934,2,2016-03-30 13:48:54,2016-03-30 13:51:40,1,-73.9809494,40.74750137,-73.98545074,40.7417984,N,166
id0841416,1,2016-02-20 19:13:10,2016-02-20 19:30:33,1,-73.99771118,40.72084808,-73.97821045,40.75133896,N,1043
id1344493,1,2016-05-16 16:01:19,2016-05-16 16:03:20,1,-73.96513367,40.77515411,-73.96183777,40.77655411,N,121
id2849723,1,2016-02-05 14:00:15,2016-02-05 14:07:00,1,-73.95883942,40.78100204,-73.93949127,40.80517197,N,405
id1754536,2,2016-02-01 04:19:50,2016-02-01 04:41:22,1,-73.98307037,40.74180222,-73.95899963,40.67064667,N,1292
id1163091,2,2016-04-01 20:26:06,2016-04-01 20:38:14,1,-73.98667145,40.75120544,-73.97725677,40.78458786,N,728
id2021177,2,2016-06-10 18:45:46,2016-06-10 19:34:17,1,-73.78799438,40.64147949,-73.94726563,40.79083633,N,2911
id3070072,1,2016-06-22 23:53:17,2016-06-23 00:05:53,1,-73.98432159,40.75990677,-73.97826385,40.75234222,N,756
id0030923,2,2016-03-07 23:23:10,2016-03-07 23:27:40,2,-73.98477936,40.74546814,-73.97293854,40.74346924,N,270
id1040844,1,2016-06-03 15:10:40,2016-06-03 16:36:32,3,-73.87297058,40.77412415,-73.97544861,40.76535416,N,5152
id3442406,2,2016-01-02 12:41:23,2016-01-02 12:44:59,1,-73.99327087,40.74308014,-73.99559021,40.74924088,N,216
id2636301,2,2016-01-23 01:16:58,2016-01-23 01:33:15,1,-74.00491333,40.72830963,-73.99152374,40.75986481,N,977
id0635521,2,2016-01-24 22:14:39,2016-01-24 22:20:22,2,-73.95613861,40.77571487,-73.96102142,40.76531219,N,343
id2338426,2,2016-04-27 22:05:37,2016-04-27 22:10:54,1,-73.99373627,40.74139786,-73.97551727,40.74910355,N,317
id0055383,2,2016-04-08 08:29:10,2016-04-08 08:37:27,1,-74.01807404,40.70943832,-74.00189209,40.7081871,N,497
id0288522,1,2016-06-14 21:51:33,2016-06-14 21:57:22,1,-73.98999023,40.72979355,-73.97709656,40.74729156,N,349
id0583651,2,2016-03-29 07:39:47,2016-03-29 07:49:21,2,-73.97799683,40.78300858,-73.98863983,40.77236938,N,574
id3051132,2,2016-01-08 06:23:30,2016-01-08 06:28:36,1,-73.95549774,40.76824188,-73.96650696,40.76461029,N,306
id3988789,2,2016-03-11 20:27:33,2016-03-11 20:46:36,1,-73.95075989,40.77934265,-73.9910965,40.71398163,N,1143
id1965717,2,2016-03-15 14:55:37,2016-03-15 15:09:30,1,-73.97167969,40.76063538,-73.98944092,40.73671341,N,833
id1077219,2,2016-05-03 20:00:53,2016-05-03 20:03:06,2,-73.99572754,40.76438141,-73.98957062,40.76699829,N,133
id2722978,2,2016-02-10 18:24:46,2016-02-10 19:13:22,2,-74.01031494,40.72086716,-73.78234863,40.64874268,N,2916
id3018151,2,2016-05-30 12:13:20,2016-05-30 12:31:27,2,-73.87088013,40.77373886,-73.92906189,40.85084915,N,1087
id0463969,2,2016-02-10 00:02:44,2016-02-10 00:08:43,1,-73.97142029,40.76314926,-73.94835663,40.78213882,N,359
id2866012,1,2016-03-11 18:40:35,2016-03-11 18:51:47,1,-73.98457336,40.74755096,-74.00164032,40.72766113,N,672
id3842544,1,2016-02-24 08:27:51,2016-02-24 08:46:55,1,-73.95484924,40.77763748,-73.97052002,40.75922012,N,1144
id2776073,2,2016-06-06 20:13:17,2016-06-06 20:21:47,1,-73.97697449,40.75878143,-73.95858765,40.78183746,N,510
id3622908,1,2016-02-14 15:45:42,2016-02-14 15:57:27,2,-73.9822464,40.75071335,-74.00235748,40.75600815,N,705
id2271630,2,2016-05-02 23:51:53,2016-05-02 23:55:23,1,-73.99353027,40.7245903,-73.99182892,40.72234726,N,210
id3276295,1,2016-03-10 21:12:59,2016-03-10 21:18:20,1,-73.99447632,40.74055862,-73.98266602,40.74812698,N,321
id3430968,2,2016-05-18 16:56:32,2016-05-18 17:05:45,1,-73.97234344,40.7562294,-73.96507263,40.75923157,N,553
id0971699,1,2016-05-19 07:20:41,2016-05-19 07:21:22,1,-73.99272919,40.73750305,-73.99273682,40.73744965,N,41
id2795297,1,2016-03-17 21:43:06,2016-03-17 21:51:54,1,-73.99662781,40.73913574,-74.01019287,40.71469498,N,528
id1516894,1,2016-03-22 19:12:06,2016-03-22 19:44:41,2,-73.97883606,40.76494217,-73.99824524,40.72491837,N,1955
id3695319,1,2016-05-20 07:58:18,2016-05-20 08:01:18,1,-74.01602173,40.71549606,-74.00878143,40.71960449,N,180
id3116485,2,2016-01-04 12:31:30,2016-01-04 12:47:43,2,-74.00150299,40.75138092,-73.95876312,40.78345871,N,973
id1653630,1,2016-01-26 07:16:40,2016-01-26 07:25:20,1,-73.9609375,40.75657272,-73.97317505,40.75790787,N,520
id3524926,2,2016-06-03 18:28:20,2016-06-03 18:35:53,6,-73.96738434,40.78863525,-73.9778595,40.78366852,N,453
id3519014,2,2016-06-03 06:37:09,2016-06-03 06:53:16,1,-73.98458862,40.76948547,-74.0149765,40.71117783,N,967
id3533377,1,2016-03-11 14:45:33,2016-03-11 15:07:34,1,-73.99575043,40.75405884,-74.00893402,40.71537781,N,1321
id1118533,1,2016-03-07 17:09:23,2016-03-07 17:15:08,1,-73.95436096,40.78411865,-73.95957947,40.77121353,N,345
id0070454,1,2016-01-22 10:34:23,2016-01-22 10:52:28,1,-73.92485046,40.77190399,-73.93707275,40.80247116,N,1085
id0143557,2,2016-04-04 15:51:28,2016-04-04 15:54:02,2,-73.98506165,40.72405624,-73.97767639,40.72130585,N,154
id1798165,2,2016-03-10 09:46:25,2016-03-10 10:02:09,2,-73.97211456,40.75615692,-73.99154663,40.74427032,N,944
id2132049,2,2016-05-25 06:30:07,2016-05-25 06:48:44,2,-73.9807663,40.72977066,-73.87233734,40.77434158,N,1117
id3037145,1,2016-03-28 16:49:07,2016-03-28 17:00:10,1,-73.96337128,40.77768707,-73.98271942,40.77412415,N,663
id2999777,2,2016-04-28 20:28:01,2016-04-28 20:33:57,1,-74.001297,40.73112869,-73.99780273,40.72562027,N,356
id1618887,1,2016-05-11 16:02:35,2016-05-11 16:16:38,1,-74.0085144,40.74576569,-74.00338745,40.71754456,N,843
id3350679,1,2016-04-26 15:01:04,2016-04-26 15:06:03,1,-73.96990204,40.76556778,-73.96193695,40.77634048,N,299
id0024565,1,2016-02-08 17:45:17,2016-02-08 18:02:48,1,-73.98222351,40.76536942,-73.99505615,40.72635269,N,1051
id3975607,2,2016-01-24 14:23:26,2016-01-24 14:28:37,1,-73.97509003,40.78263092,-73.98479462,40.76934433,N,311
id2439067,2,2016-03-04 07:25:46,2016-03-04 07:38:02,2,-73.97176361,40.74614334,-73.99476624,40.74531174,N,736
id2512903,2,2016-03-07 02:57:01,2016-03-07 03:03:58,2,-73.97071075,40.79608154,-73.94927979,40.80754089,N,417
id3825472,2,2016-02-15 22:52:31,2016-02-15 22:58:16,2,-73.97322845,40.76395035,-73.96340942,40.76578903,N,345
id3486216,2,2016-06-25 04:31:43,2016-06-25 04:49:24,1,-73.9940567,40.7203331,-73.95796967,40.64213562,N,1061
id0892508,1,2016-06-04 21:21:34,2016-06-04 22:02:46,1,-73.96652985,40.80073929,-73.98165894,40.67969513,N,2472
id2961850,2,2016-05-04 18:37:44,2016-05-04 19:03:11,2,-73.95574188,40.76423645,-73.99728394,40.7257309,N,1527
id3409041,1,2016-04-12 21:07:49,2016-04-12 21:18:30,1,-73.97693634,40.75594711,-73.9539032,40.78162384,N,641
id2534249,1,2016-02-11 18:57:02,2016-02-11 19:05:15,1,-73.9822998,40.7753334,-73.9723053,40.78404617,N,493
id2702962,1,2016-03-13 03:54:54,2016-03-13 04:11:39,1,-73.99999237,40.7384758,-73.97868347,40.68538666,N,1005
id2675348,2,2016-02-16 06:46:42,2016-02-16 06:58:22,1,-74.00227356,40.72393036,-73.97460938,40.75524139,N,700
id3969833,2,2016-05-14 22:11:52,2016-05-14 22:32:02,1,-73.99165344,40.74972916,-73.96401215,40.8027916,N,1210
id2835552,1,2016-05-17 09:53:15,2016-05-17 10:06:31,1,-73.96417999,40.76036835,-73.9750824,40.74446106,N,796
id0204695,2,2016-05-25 19:15:11,2016-05-25 20:01:37,1,-73.78878784,40.64198303,-73.97268677,40.78567123,N,2786
id0764224,1,2016-02-06 15:11:12,2016-02-06 15:19:51,1,-73.99530792,40.72899628,-73.98370361,40.72176743,N,519
id1978091,2,2016-01-22 18:39:20,2016-01-22 18:46:33,3,-73.99622345,40.72639847,-74.00889587,40.7206459,N,433
id0751011,2,2016-06-10 13:12:34,2016-06-10 13:45:57,5,-73.99307251,40.75284958,-73.9730835,40.74055862,N,2003
id3311359,2,2016-03-02 21:51:22,2016-03-02 22:10:56,1,-73.98862457,40.76372528,-73.95720673,40.76334381,N,1174
id3171343,2,2016-04-11 07:38:05,2016-04-11 07:55:42,1,-73.9546814,40.76982117,-73.96666718,40.78889847,N,1057
id2791754,2,2016-01-09 00:05:34,2016-01-09 00:16:18,2,-73.98647308,40.7402916,-73.9927063,40.72272491,N,644
id0572515,2,2016-06-15 19:44:21,2016-06-15 19:57:06,6,-73.98493958,40.75151825,-73.98436737,40.72889328,N,765
id3620729,2,2016-01-16 20:53:38,2016-01-16 20:58:42,3,-73.96549988,40.76279831,-73.97689056,40.76087189,N,304
id1880340,1,2016-01-02 21:37:44,2016-01-02 21:44:03,1,-73.98867035,40.75656128,-73.98477173,40.76417923,N,379
id0905194,2,2016-03-25 13:43:47,2016-03-25 13:49:44,1,-73.96585846,40.75423813,-73.9797287,40.75085831,N,357
id2272498,2,2016-04-29 12:21:46,2016-04-29 12:33:09,1,-74.01006317,40.72092819,-74.00946808,40.70521545,N,683
id0763854,1,2016-04-07 21:49:53,2016-04-07 21:56:28,1,-73.99588013,40.75426865,-73.98917389,40.77346802,N,395
id2529714,1,2016-02-19 22:42:24,2016-02-19 22:55:18,1,-73.99481964,40.72590637,-73.98501587,40.74460602,N,774
id0666080,1,2016-05-24 08:43:25,2016-05-24 08:55:16,1,-73.99132538,40.7449913,-73.97831726,40.76317978,N,711
id2722675,1,2016-04-28 07:56:57,2016-04-28 08:08:00,1,-73.98737335,40.7685585,-73.97554016,40.75811768,N,663
id1677164,2,2016-05-06 23:45:24,2016-05-07 00:12:15,1,-73.97380066,40.75534821,-74.00977325,40.73529053,N,1611
id1885352,2,2016-03-16 19:52:12,2016-03-16 19:59:34,1,-73.97759247,40.73786163,-73.96018219,40.76202011,N,442
id0508659,2,2016-04-21 09:49:12,2016-04-21 09:53:35,1,-73.96762085,40.79295731,-73.96215057,40.80534744,N,263
id2684070,2,2016-01-06 14:14:18,2016-01-06 14:25:24,1,-74.00805664,40.72246933,-73.99311066,40.74858093,N,666
id1483820,2,2016-03-01 17:40:13,2016-03-01 17:56:35,1,-73.97872162,40.73703003,-73.99059296,40.75595856,N,982
id1623107,1,2016-05-05 15:22:09,2016-05-05 15:57:51,1,-74.00457764,40.74689484,-73.94312286,40.77731705,N,2142
id2549441,1,2016-05-24 18:58:01,2016-05-24 19:15:18,1,-73.97873688,40.75124741,-73.95549011,40.77685165,N,1037
id2762506,1,2016-01-16 17:07:34,2016-01-16 17:18:32,2,-73.9622879,40.77907562,-73.97880554,40.76216888,N,658
id1868430,2,2016-05-01 12:33:45,2016-05-01 13:09:49,1,-73.97937775,40.78210831,-73.85003662,40.72346878,N,2164
id3515780,1,2016-03-05 18:54:31,2016-03-05 19:04:14,1,-73.97913361,40.76149368,-73.98236084,40.77260208,N,583
id3405361,1,2016-04-23 20:14:26,2016-04-23 20:33:35,2,-73.99008179,40.75591278,-73.97603607,40.74194717,N,1149
id0681983,2,2016-05-24 23:52:25,2016-05-24 23:57:19,1,-74.00527191,40.72881699,-74.01078033,40.71362686,N,294
id2448458,1,2016-06-23 00:11:21,2016-06-23 00:22:46,2,-73.99025726,40.72489548,-74.00933838,40.710392,N,685
id1427787,1,2016-02-07 14:03:38,2016-02-07 14:11:59,1,-73.98918152,40.75632095,-73.99058533,40.7514267,N,501
id2333523,1,2016-04-07 19:01:48,2016-04-07 19:09:30,1,-73.99066925,40.71835327,-73.95612335,40.71532822,N,462
id3457626,1,2016-04-24 21:14:50,2016-04-24 21:54:32,1,-73.789711,40.64757538,-73.99479675,40.74525452,N,2382
id1991110,1,2016-03-20 12:20:41,2016-03-20 12:34:04,2,-73.96089172,40.77005005,-73.98954773,40.77302551,N,803
id2916620,1,2016-05-15 18:48:30,2016-05-15 19:14:07,2,-73.96424866,40.75658417,-73.91984558,40.70723343,N,1537
id2553024,1,2016-04-23 13:43:33,2016-04-23 14:47:19,4,-73.78155518,40.64474869,-73.98970795,40.75898361,N,3826
id2480094,2,2016-04-30 20:04:33,2016-04-30 20:25:28,1,-73.94596863,40.77779388,-74.0103302,40.71598053,N,1255
id0117192,1,2016-05-25 14:33:48,2016-05-25 14:45:34,1,-73.95274353,40.76823044,-73.95506287,40.78667068,N,706
id1508207,2,2016-06-09 09:00:16,2016-06-09 09:07:32,1,-73.95966339,40.78258896,-73.94541931,40.77249146,N,436
id1273973,2,2016-01-07 19:56:58,2016-01-07 20:11:14,1,-73.99349976,40.74180984,-73.99954224,40.72858047,N,856
id2950532,1,2016-05-14 08:26:49,2016-05-14 08:33:48,1,-73.9548645,40.73354721,-73.94309235,40.72272491,N,419
id0266313,2,2016-02-09 11:57:11,2016-02-09 12:07:18,6,-73.9834671,40.75587082,-73.9769516,40.75905228,N,607
id3191633,1,2016-02-17 06:54:09,2016-02-17 06:57:29,1,-73.98970795,40.75662231,-73.98046875,40.76327515,N,200
id1296185,1,2016-06-13 08:01:37,2016-06-13 08:12:00,1,-73.96121216,40.78028488,-73.98040771,40.76109695,N,623
id1081203,2,2016-05-19 06:11:12,2016-05-19 06:54:07,1,-73.78985596,40.64698792,-73.97844696,40.75886154,N,2575
id0883984,1,2016-02-19 15:00:20,2016-02-19 15:10:37,1,-73.99288177,40.73730469,-73.98766327,40.75489807,N,617
id2179419,2,2016-01-30 14:43:44,2016-01-30 14:52:02,1,-73.98387146,40.75480652,-73.97195435,40.76340866,N,498
id1962466,1,2016-02-05 17:52:37,2016-02-05 18:04:31,1,-73.95683289,40.78262329,-73.9427948,40.81151962,N,714
id3072377,1,2016-02-20 14:21:26,2016-02-20 14:30:39,1,-74.00389099,40.72554016,-73.99121094,40.72759628,N,553
id2991764,2,2016-04-30 19:23:20,2016-04-30 19:26:14,1,-73.98602295,40.75537872,-73.98924255,40.75648117,N,174
id0814825,1,2016-01-10 19:32:40,2016-01-10 19:41:29,1,-73.98795319,40.74572372,-74.00385284,40.74791336,N,529
id3451216,1,2016-01-14 19:46:33,2016-01-14 20:11:11,1,-73.98394775,40.7615242,-73.91648865,40.76681519,N,1478
id2398039,2,2016-06-22 07:53:03,2016-06-22 08:20:06,1,-73.97248077,40.78667831,-73.98348236,40.74131012,N,1623
id3449667,2,2016-05-10 20:39:43,2016-05-10 21:06:09,1,-73.96987152,40.76019669,-74.00634003,40.74224091,N,1586
id2997273,2,2016-04-14 10:25:16,2016-04-14 10:39:27,1,-74.0042572,40.74206161,-73.98470306,40.73477936,N,851
id0969870,1,2016-01-27 15:13:29,2016-01-27 15:19:22,2,-73.95033264,40.80144882,-73.93882751,40.80509567,N,353
id2931275,2,2016-06-24 13:13:59,2016-06-24 13:26:39,1,-73.98950195,40.76956177,-73.9997406,40.74573135,N,760
